,Symbol,Name,Industry,IndustryCode
2658,MFIN,Medallion Financial Corp,은행,551010
2659,ALPA,Alpha Healthcare Acquisition Corp III Class A,기타 금융업,556010
2660,KMPH,KemPharm Inc,생명과학 및 메디컬 리서치,562020
2661,LAZY,Lazydays Holdings Inc,레저 상품,532050
2662,OLIT,Omnilit Acquisition Corp Class A,기타 금융업,556010
2663,BLNG,Belong Acquisition Corp Class A,기타 금융업,556010
2664,HYFM,Hydrofarm Holdings Group Inc,"건설장비 및 대형차, 기차, 배",521020
2665,MRBK,Meridian Corp,은행,551010
2666,ARYD,ARYA Sciences Acquisition Corp IV Class A,기타 금융업,556010
2667,CSLMU,Consilium Acquisition I Units,기타 금융업,556010
2668,ABGI,ABG Acquisition I Corp Class A,기타 금융업,556010
2669,BSET,Bassett Furniture Industries Inc,가정용품,532040
2670,OPBK,OP Bancorp,은행,551010
2671,RTLPP,Necessity Retail REIT 7 50 Cumulative Redeemable Perpetual Prf Shs Series A,주택 및 상업용 리츠,601020
2672,BOCNU,Blue Ocean Acquisition Units,기타 금융업,556010
2673,TUSK,Mammoth Energy Services Inc,오일 및 가스 장비 및 서비스,501030
2674,LYRA,Lyra Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2675,HYW,Hywin Holdings Ltd ADR,투자은행 및 서비스,551020
2676,DAKT,Daktronics Inc,전자 장비 및 부품,571040
2677,SANG,Sangoma Technologies Corp,커뮤니케이션 및 네트워킹,571020
2678,TCMD,Tactile Systems Technology Inc,헬스케어 장비 및 용품,561010
2679,LBRDP,Liberty Broadband Cum Redeemable Prf Shs Series A,미디어 및 출판,533020
2680,PRPH,Prophase Labs Inc,식품 및 담배,541020
2681,GNRSU,Greenrose Acquisition Corp Unit,기타 금융업,556010
2682,RACB,Research Alliance II Corp Class A,기타 금융업,556010
2683,SBTX,Silverback Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2684,WPRT,Westport Fuel Systems Inc,자동차 및 자동차 부품,531010
2685,PLBC,Plumas Bancorp,은행,551010
2686,ASPS,Altisource Portfolio Solutions SA,부동산 운영 관리,601010
2687,OCAX,OCA Acquisition Corp Class A,기타 금융업,556010
2688,SVRA,Savara Inc,생명과학 및 메디컬 리서치,562020
2689,RAM,Aries I Acquisition Corp Class A,기타 금융업,556010
2690,PSNL,Personalis Inc,생명과학 및 메디컬 리서치,562020
2691,VOR,Vor Biopharma Inc,생명과학 및 메디컬 리서치,562020
2692,ARYE,ARYA Sciences Acquisition Corp V Class A,기타 금융업,556010
2693,TRONU,Corner Growth Acquisition 2 Units,기타 금융업,556010
2694,LCNB,LCNB Corp,은행,551010
2695,RACY,Relativity Acquisition Corp Class A,기타 금융업,556010
2696,URGN,Urogen Pharma Ltd,생명과학 및 메디컬 리서치,562020
2697,FRGI,Fiesta Restaurant Group Inc,호텔 및 엔터테인먼트,533010
2698,BPYPN,Brookfield Ppty Partners 5 750 Cum Red Perp Series 3 Class A,부동산 운영 관리,601010
2699,TNYA,Tenaya Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2700,OYST,Oyster Point Pharma Inc,생명과학 및 메디컬 리서치,562020
2701,PRDS,Pardes Biosciences Inc,생명과학 및 메디컬 리서치,562020
2702,PBAXU,Phoenix Biotech Acquisition Units,기타 금융업,556010
2703,MAQCU,Maquia Capital Acquisition Units,기타 금융업,556010
2704,CLOE,Clover Leaf Capital Corp Class A,기타 금융업,556010
2705,ATER,Aterian Inc,가정용품,532040
2706,BBQ,BBQ Holdings Inc,호텔 및 엔터테인먼트,533010
2707,FCNCO,First Citizens BancShares 5 625 Non Cumulative Perpetual Prf Shs Series C,은행,551010
2708,AMCI,AMCI Acquisition Corp II Class A,기타 금융업,556010
2709,CCAI,Cascadia Acquisition Corp Class A,기타 금융업,556010
2710,BLSA,Bcls Acquisition Corp Class A,기타 금융업,556010
2711,SCOR,Comscore Inc,미디어 및 출판,533020
2712,MNSB,MainStreet Bancshares Inc,은행,551010
2713,KVHI,KVH Industries Inc,커뮤니케이션 및 네트워킹,571020
2714,STSA,Satsuma Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2715,QMCO,Quantum Corp,"컴퓨터, 전화 및 가전제품",571060
2716,IKNA,Ikena Oncology Inc,생명과학 및 메디컬 리서치,562020
2717,MITA,Coliseum Acquisition Corp Class A,기타 금융업,556010
2718,CSSE,Chicken Soup for The Soul Entertainment Inc Class A,미디어 및 출판,533020
2719,SOLO,Electrameccanica Vehicles Corp,자동차 및 자동차 부품,531010
2720,ALORU,ALSP Orchid Acquisition I Units,기타 금융업,556010
2721,CFFSU,CF Acquisition VII Units,기타 금융업,556010
2722,GMDA,Gamida Cell Ltd,생명과학 및 메디컬 리서치,562020
2723,APMI,Axonprime Infrastructure Acquisition Corp Class A,기타 금융업,556010
2724,JWAC,Jupiter Wellness Acquisition Corp Class A,기타 금융업,556010
2725,MEACU,Mercury Ecommerce Acquisition Units,기타 금융업,556010
2726,VTAQU,Ventoux CCM Acquisition Units,기타 금융업,556010
2727,HYMC,Hycroft Mining Holding Corporation Class A,메탈&마이닝,512010
2728,CMLS,Cumulus Media Inc Class A,미디어 및 출판,533020
2729,RCMT,R C M Technologies Inc,건설 및 엔지니어링,522010
2730,SGII,Seaport Global Acquisition II Corp Class A,기타 금융업,556010
2731,ACTG,Acacia Research Corp,전문 및 상업 서비스,522030
2732,AMHC,Amplitude Healthcare Acquisition Corp Class A,기타 금융업,556010
2733,PBPB,Potbelly Corp,호텔 및 엔터테인먼트,533010
2734,VCKAU,Vickers Vantage I Units,기타 금융업,556010
2735,QIPT,Quipt Home Medical Corp,헬스케어 업체 및 서비스,561020
2736,SWSSU,Springwater Special Situations Units,기타 금융업,556010
2737,HOWL,Werewolf Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2738,CCLP,CSI Compressco Units,오일 및 가스 장비 및 서비스,501030
2739,ENVIU,Environmental Impact Acquisition Units,기타 금융업,556010
2740,IMMR,Immersion Corp,소프트웨어 및 IT서비스,572010
2741,CFFI,C&F Financial Corp,은행,551010
2742,RGF,Real Good Food Company Inc Class A,식품 및 담배,541020
2743,AUBAP,Atlantic Un Bankshares 400 Dep Shs Repstg 1 Perp Prf  Shs Series A,은행,551010
2744,IMMP,Immutep Ltd ADR,생명과학 및 메디컬 리서치,562020
2745,VABK,Virginia National Bankshares Corp,은행,551010
2746,IMRX,Immuneering Corp Class A,생명과학 및 메디컬 리서치,562020
2747,TDAC,Trident Acquisitions Corp,기타 금융업,556010
2748,ACNT,Ascent Industries Co,메탈&마이닝,512010
2749,RDCM,Radcom Ltd,"컴퓨터, 전화 및 가전제품",571060
2750,FLAC,Frazier Lifesciences Acquisition Corp Class A,기타 금융업,556010
2751,CENQU,CENAQ Energy Units,기타 금융업,556010
2752,TPBAU,TPB Acquisition I Units,기타 금융업,556010
2753,RNERU,Mount Rainier Acquisition Units,기타 금융업,556010
2754,OMEG,Omega Alpha SPAC Class A,기타 금융업,556010
2755,KNDI,Kandi Technologies Group Inc,자동차 및 자동차 부품,531010
2756,ESEA,Euroseas Ltd,화물 및 물류 서비스,524050
2757,OXUSU,Oxus Acquisition Units,기타 금융업,556010
2758,ORIC,Oric Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2759,NHICU,Newhold Investment II Units,기타 금융업,556010
2760,INKAU,KludeIn I Acquisition Units,기타 금융업,556010
2761,FNVTU,Finnovate Acquisition Units,기타 금융업,556010
2762,MURF,Murphy Canyon Acquisition Corp Class A,기타 금융업,556010
2763,AFACU,Arena Fortify Acquisition Units,기타 금융업,556010
2764,ITAQU,Industrial Tech Acquisitions II Units,기타 금융업,556010
2765,PGRWU,Progress Acquisition Units,기타 금융업,556010
2766,APXIU,APx Acquisition I Units,기타 금융업,556010
2767,SCPH,scPharmaceuticals Inc,제약,562010
2768,SANBU,Sanaby Health Acquisition I Units,기타 금융업,556010
2769,ARCKU,Arbor Rapha Capital Bioholdings I Units,기타 금융업,556010
2770,IMPL,Impel Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2771,FULTP,Fulton Financial 1 40th DS Cum Prf Shs Series A,은행,551010
2772,LINC,Lincoln Educational Services Corp,비즈니스교육,631030
2773,NYMTM,NEW YORK MTG Cumulative Redeemable Pref Shs,주택 및 상업용 리츠,601020
2774,KSICU,Kadem Sustainable Impact Units,기타 금융업,556010
2775,CTXR,Citius Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2776,WMPN,William Penn Bancorp,은행,551010
2777,CALB,California BanCorp,은행,551010
2778,PTRS,Partners Bancorp,은행,551010
2779,PHICU,Population Health Investment Units,기타 금융업,556010
2780,HWBK,Hawthorn Bancshares Inc,은행,551010
2781,LATN,Union Acquisition Corp II,기타 금융업,556010
2782,DMTK,DermTech Inc,헬스케어 장비 및 용품,561010
2783,BYNOU,Bynordic Acq Units,기타 금융업,556010
2784,SPTKU,SportsTek Acquisition Units,기타 금융업,556010
2785,TERN,Terns Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2786,HBANM,Huntington Bancshares Dep Shs Rep 1 1000 Prf Shs Series I,은행,551010
2787,TALS,Talaris Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2788,PEPLU,PepperLime Health Acquisition Units,기타 금융업,556010
2789,PRAX,Praxis Precision Medicines Inc,생명과학 및 메디컬 리서치,562020
2790,HURC,Hurco Companies Inc,"건설장비 및 대형차, 기차, 배",521020
2791,BRIVU,B Riley Principal 250 Merger Units,기타 금융업,556010
2792,BIOR,Biora Therapeutics Inc,헬스케어 장비 및 용품,561010
2793,SMED,Sharps Compliance Corp,전문 및 상업 서비스,522030
2794,VACC,Vaccitech PLC ADR,생명과학 및 메디컬 리서치,562020
2795,RCEL,AVITA Medical Inc,생명과학 및 메디컬 리서치,562020
2796,DUNEU,Dune Acquisition Units,기타 금융업,556010
2797,PWOD,Penns Woods Bancorp Inc,은행,551010
2798,GOCO,Gohealth Inc Class A,보험,553010
2799,MNTS,Momentus Inc Class A,우주항공 및 국방,521010
2800,ALLT,Allot Ltd,호텔 및 엔터테인먼트,533010
2801,ASRT,Assertio Holdings Inc,제약,562010
2802,ASYS,Amtech Systems Inc,반도체 및 반도체 장비,571010
2803,FSFG,First Savings Financial Group Inc,은행,551010
2804,PPTA,Perpetua Resources Corp,메탈&마이닝,512010
2805,SVBI,Severn Bancorp Inc,은행,551010
2806,FENC,Fennec Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2807,COFS,ChoiceOne Financial Services Inc,은행,551010
2808,RMBI,Richmond Mutual Bancorporation Inc,은행,551010
2809,MMLP,Martin Midstream Partners Units,오일 및 가스 장비 및 서비스,501030
2810,EPSN,Epsilon Energy Ltd,오일 및 가스,501020
2811,DMAQ,Deep Medicine Acquisition Corp Class A,기타 금융업,556010
2812,NMMC,North Mountain Merger Corp Class A,기타 금융업,556010
2813,TWCBU,Bilander Acquisition Units,기타 금융업,556010
2814,ESCA,Escalade Inc,레저 상품,532050
2815,CMCT,Creative Media & Community Trust Corporation,주택 및 상업용 리츠,601020
2816,SZZLU,Sizzle Acquisition Units,기타 금융업,556010
2817,NBST,Newbury Street Acquisition Corp,기타 금융업,556010
2818,RCACU,Revelstone Capital Acquisition Units,기타 금융업,556010
2819,FNWB,First Northwest Bancorp,은행,551010
2820,NBSTU,Newbury Street Acquisition Units,기타 금융업,556010
2821,RVSB,Riverview Bancorp Inc,은행,551010
2822,SCMA,Seaport Calibre Materials Acquisition Corp Class A,기타 금융업,556010
2823,LATG,LatAmGrowth SPAC Class A,기타 금융업,556010
2824,OLMA,Olema Pharmaceuticals Inc,생명과학 및 메디컬 리서치,562020
2825,SIGIP,Selective Ins Group DS Repstg 1 1000 Interest 4.60% Non Cum Pref Shs Series B,보험,553010
2826,MEOA,Minority Equality Opportunities Acquisition Inc Class A,기타 금융업,556010
2827,FNWD,Finward Bancorp,은행,551010
2828,CVRX,CVRx Inc,헬스케어 장비 및 용품,561010
2829,EBAC,European Biotech Acquisition Corp Class A,기타 금융업,556010
2830,YTRA,Yatra Online Inc,호텔 및 엔터테인먼트,533010
2831,PAYS,Paysign Inc,전문 및 상업 서비스,522030
2832,LION,Lionheart III Corp Class A,기타 금융업,556010
2833,KXIN,Kaixin Auto Holdings,전문품 상점,534030
2834,THCAU,Tuscan Holdings II Units,기타 금융업,556010
2835,CRMD,CorMedix Inc,제약,562010
2836,TELA,TELA Bio Inc,헬스케어 장비 및 용품,561010
2837,JAQCU,Jupiter Acquisition Class A Ord Shs,기타 금융업,556010
2838,FNCB,FNCB Bancorp Inc,은행,551010
2839,PFMT,Performant Financial Corp,전문 및 상업 서비스,522030
2840,MBCN,Middlefield Banc Corp,은행,551010
2841,BPYPP,Brookfield Property Partners 6 50 Cumulative Redeemable Perpetual Preferred,부동산 운영 관리,601010
2842,FRBN,Forbion European Acquisition Corp Class A,기타 금융업,556010
2843,AREC,American Resources Corp Class A,"건설장비 및 대형차, 기차, 배",521020
2844,HEAR,Turtle Beach Corp,"컴퓨터, 전화 및 가전제품",571060
2845,WSBCP,Wesbanco DS Representing 1/40Th Perp Pfd Series A,은행,551010
2846,PNRG,Primeenergy Resources Corp,오일 및 가스,501020
2847,CCTS,Cactus Acquisition Corp 1 Ltd Class A,기타 금융업,556010
2848,LANDO,Gladstone Land 6 00 Cum Redmabe Prf Shs Series B,주택 및 상업용 리츠,601020
2849,RAIN,Rain Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2850,ARDX,Ardelyx Inc,생명과학 및 메디컬 리서치,562020
2851,PROF,Profound Medical Corp,헬스케어 장비 및 용품,561010
2852,FSTR,L B Foster Co,"건설장비 및 대형차, 기차, 배",521020
2853,INMB,INmune Bio Inc,생명과학 및 메디컬 리서치,562020
2854,ESSCU,East Stone Acquisition Unit,기타 금융업,556010
2855,BNNRU,Banner Acquisition Units,기타 금융업,556010
2856,BSBK,Bogota Financial Corp,은행,551010
2857,LTCH,Latch Inc,전문 및 상업 서비스,522030
2858,AMSC,American Superconductor Corp,"건설장비 및 대형차, 기차, 배",521020
2859,OHAA,OPY Acquisition I Corp Class A,기타 금융업,556010
2860,NUBI,Nubia Brand International Corp Class A,기타 금융업,556010
2861,ALPP,Alpine 4 Holdings Inc Class A,소프트웨어 및 IT서비스,572010
2862,EBMT,Eagle Bancorp Montana Inc,은행,551010
2863,ALPAU,Alpha Healthcare Acquisition III Units,기타 금융업,556010
2864,CLLS,Cellectis SA ADR,생명과학 및 메디컬 리서치,562020
2865,IMUX,Immunic Inc,생명과학 및 메디컬 리서치,562020
2866,LMST,Limestone Bancorp Inc,은행,551010
2867,FATBP,FAT Brands 8 25 Cum Prf Shs Series B,호텔 및 엔터테인먼트,533010
2868,LJPC,La Jolla Pharmaceutical Co,생명과학 및 메디컬 리서치,562020
2869,OVBC,Ohio Valley Banc Corp,은행,551010
2870,DKDCA,Data Knights Acquisition Corp Class A,기타 금융업,556010
2871,NBTX,Nanobiotix SA ADR,생명과학 및 메디컬 리서치,562020
2872,AACIU,Armada Acquisition I Units,기타 금융업,556010
2873,SNCR,Synchronoss Technologies Inc,소프트웨어 및 IT서비스,572010
2874,EVOJ,Evo Acquisition Corp Class A,기타 금융업,556010
2875,TRVI,Trevi Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2876,JFU,9F Inc ADR Class A,투자은행 및 서비스,551020
2877,SEVN,Seven Hills Realty Trust,주택 및 상업용 리츠,601020
2878,TSHA,Taysha Gene Therapies Inc,생명과학 및 메디컬 리서치,562020
2879,BLNGU,Belong Acquisition Units,기타 금융업,556010
2880,IPA,Immunoprecise Antibodies Ltd,제약,562010
2881,WEJO,Wejo Group Ltd,전문 및 상업 서비스,522030
2882,WIMI,WiMi Hologram Cloud Inc ADR,소프트웨어 및 IT서비스,572010
2883,MBTC,Nocturne Acquisition Corp,기타 금융업,556010
2884,BEEM,Beam Global,재생에너지,502010
2885,ASAXU,Astrea Acquisition Units,기타 금융업,556010
2886,PONO,Pono Capital Corp Class A,기타 금융업,556010
2887,TRIT,Triterras Inc Class A,핀테크,573010
2888,GLAQ,Globis Acquisition Corp,기타 금융업,556010
2889,OVID,Ovid Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2890,RAMMU,Aries I Acquisition Units,기타 금융업,556010
2891,FTII,Futuretech II Acquisition Corp Class A,기타 금융업,556010
2892,DHAC,Digital Health Acquisition Corp,기타 금융업,556010
2893,SAMAU,Schultze Special Purpose Acquisition II Units,기타 금융업,556010
2894,TETE,Technology & Telecommunication Acquisition Corp Class A,기타 금융업,556010
2895,WULF,Terawulf Inc,핀테크,573010
2896,OCAXU,OCA Acquisition Units,기타 금융업,556010
2897,ENCP,Energem Corp Class A,기타 금융업,556010
2898,MRAM,Everspin Technologies Inc,반도체 및 반도체 장비,571010
2899,SMAP,Sportsmap Tech Acquisition Corp,기타 금융업,556010
2900,SGA,Saga Communications Inc Class A,미디어 및 출판,533020
2901,CELC,Celcuity Inc,생명과학 및 메디컬 리서치,562020
2902,OVLY,Oak Valley Bancorp,은행,551010
2903,EVGR,Evergreen Corp Class A,기타 금융업,556010
2904,CTRM,Castor Maritime Inc,화물 및 물류 서비스,524050
2905,KYCH,Keyarch Acquisition Corp,기타 금융업,556010
2906,LIBY,Liberty Resources Acquisition Corp Class A,기타 금융업,556010
2907,VIRX,Viracta Therapeutics Inc,생명과학 및 메디컬 리서치,562020
2908,GLLI,Globalink Investment Inc,기타 금융업,556010
2909,SAGA,Sagaliam Acquisition Corp Class A,기타 금융업,556010
2910,ACKIU,Ackrell Spac Partners I Units,기타 금융업,556010
2911,PEBK,Peoples Bancorp of North Carolina Inc,은행,551010
2912,AMCIU,AMCI Acquisition II Units,기타 금융업,556010
2913,WAVSU,Western Acquisition Ventures Units,기타 금융업,556010
2914,ROCG,Roth CH Acquisition IV Co,기타 금융업,556010
2915,HNVR,Hanover Bancorp Inc (MINEOLA),은행,551010
